Instance;betaLS;CostSol;time;Capacity;reliability;variance;stochastic_of;stochastic_capacity;deterministic;type_simulation;inversa;weight;seed
MDG-b_01_n500_b02_m50,txt;0,3;5,0;126,961891305;146719,0;0,318;0,1;5,0;145858,66434706477;True;True;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;5,0;126,961891305;146719,0;0,299;0,1;1,495;172634,05903327168;True;False;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;4,1;0,0;146721,0;0,312;0,1;1,2792000000000001;171965,58029573484;False;False;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;5,0;115,96830063499999;146641,0;0,273;0,1;5,0;144305,49970292675;True;True;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;5,0;115,96830063499999;146641,0;0,294;0,1;1,47;172629,11628078966;True;False;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;4,5;3,822120090999988;146702,0;0,315;0,1;1,4175;172054,03982584135;False;False;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;4,9;1,2584013599999935;146591,0;0,15;0,15;4,9;145718,17280555362;True;True;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;4,9;1,2584013599999935;146591,0;0,171;0,15;0,8379000000000001;177078,16253573727;True;False;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;4,3;4,267693490999818;146588,0;0,156;0,15;0,6708;177619,72470577125;False;False;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;5,0;115,00788294200015;146641,0;0,158;0,15;5,0;142779,96179431517;True;True;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;5,0;115,00788294200015;146641,0;0,175;0,15;0,875;176943,882062286;True;False;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;4,0;0,0;146563,0;0,162;0,15;0,648;177406,42359743387;False;False;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;4,9;1,2435449069998867;146591,0;0,094;0,2;4,9;144050,45176717138;True;True;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;4,9;1,2435449069998867;146591,0;0,093;0,2;0,4557;179892,63920220942;True;False;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;4,3;4,674954669999806;146588,0;0,093;0,2;0,3999;179906,74557459407;False;False;0,6;0,8;23456
MDG-b_01_n500_b02_m50,txt;0,3;5,0;114,91531551700018;146641,0;0,081;0,2;5,0;141751,7631149621;True;True;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;5,0;114,91531551700018;146641,0;0,091;0,2;0,455;179966,4061640451;True;False;0,6;0,8;764534
MDG-b_01_n500_b02_m50,txt;0,3;4,7;40,32167664000008;146538,0;0,101;0,2;0,47470000000000007;179862,32514016904;False;False;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,3;9,754796375000296;144953,0;0,261;0,1;5,3;143246,7299794068;True;True;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,3;9,754796375000296;144953,0;0,272;0,1;1,4416;171558,8195073612;True;False;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,2;34,79729309300001;145124,0;0,317;0,1;1,6484;169954,62418895136;False;False;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,3;120,66276184900016;145193,0;0,323;0,1;5,3;144903,0610928722;True;True;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,3;120,66276184900016;145193,0;0,328;0,1;1,7384;169553,438515995;True;False;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,0;0,0;145159,0;0,326;0,1;1,63;169625,9476338925;False;False;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,3;9,766090256000098;144953,0;0,157;0,15;5,3;143867,62049156605;True;True;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,3;9,766090256000098;144953,0;0,152;0,15;0,8055999999999999;175867,49194647145;True;False;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,2;7,920727328999874;144957,0;0,167;0,15;0,8684000000000001;175345,1527747623;False;False;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,3;119,08199424000031;145193,0;0,207;0,15;5,3;143240,4125212812;True;True;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,3;119,08199424000031;145193,0;0,195;0,15;1,0335;174357,51001318498;True;False;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,1;10,633401494000282;144997,0;0,145;0,15;0,7395;176120,4632055785;False;False;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,3;9,547135236999566;144953,0;0,074;0,2;5,3;144296,0151187556;True;True;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,3;9,547135236999566;144953,0;0,091;0,2;0,48229999999999995;178054,01531554037;True;False;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,2;35,79280770100013;145124,0;0,101;0,2;0,5252;177678,92054570353;False;False;0,6;0,8;23456
MDG-b_02_n500_b02_m50,txt;0,3;5,3;119,82292617400071;145193,0;0,122;0,2;5,3;142956,94428220845;True;True;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,3;119,82292617400071;145193,0;0,113;0,2;0,5988999999999999;177257,7889289832;True;False;0,6;0,8;764534
MDG-b_02_n500_b02_m50,txt;0,3;5,0;0,0;145159,0;0,102;0,2;0,51;177658,21481358045;False;False;0,6;0,8;764534
