Instance;betaLS;CostSol;time;Capacity;reliability;variance;stochastic_of;stochastic_capacity;deterministic;type_simulation;inversa;weight;seed
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0;14897,0;0,621;0,1;39,0;14385,128288993812;True;True;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0;14897,0;0,633;0,1;30,4489;16400,37024897651;True;False;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,0;14897,0;0,644;0,1;30,705199999999998;16345,42132186243;False;False;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,00366266099990753;14848,0;0,459;0,15;39,0;15067,846148719644;True;True;0,6;0,8;23456
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,00366266099990753;14848,0;0,487;0,15;27,867900000000002;16976,395596177823;True;False;0,6;0,8;23456
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,2607208260005791;14848,0;0,514;0,15;27,676199999999998;16877,211839159496;False;False;0,6;0,8;23456
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0;14897,0;0,51;0,15;39,0;15875,816071833373;True;True;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0;14897,0;0,498;0,15;28,106600000000004;16931,701763698784;True;False;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,0;14897,0;0,5;0,15;28,199999999999996;16925,62527622883;False;False;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,0035816669997075223;14848,0;0,428;0,2;39,0;15049,822979078966;True;True;0,6;0,8;23456
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,0035816669997075223;14848,0;0,426;0,2;26,544200000000004;17228,83522913995;True;False;0,6;0,8;23456
GKD-b_16_n50_b02_m15,txt;0,3;36,7;1,6887907110003653;14924,0;0,439;0,2;24,918999999999993;17199,30146180621;False;False;0,6;0,8;23456
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0;14897,0;0,435;0,2;39,0;15180,97166431301;True;True;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0;14897,0;0,432;0,2;26,674400000000002;17215,76047017052;True;False;0,6;0,8;764534
GKD-b_16_n50_b02_m15,txt;0,3;39,0;0,0;14897,0;0,469;0,2;27,477300000000003;17080,691783073686;False;False;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0;17039,0;0,505;0,1;12,9;17062,168533567492;True;True;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0;17039,0;0,501;0,1;8,508799999999999;19361,269404800034;True;False;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;7,988317199999983;17414,0;0,842;0,1;11,209400000000004;18051,02677877657;False;False;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0,0190993050000543;17080,0;0,552;0,1;12,9;16846,14149694386;True;True;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0,0190993050000543;17080,0;0,521;0,1;7,774700000000003;19281,63191605525;True;False;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;51,17081103400051;17414,0;0,819;0,1;10,963300000000002;18170,560288505603;False;False;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0;17039,0;0,448;0,15;12,9;16904,026406614117;True;True;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0;17039,0;0,403;0,15;7,6464;19818,080827249178;True;False;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,7;2,4345471309998175;17821,0;0,872;0,15;11,355999999999998;18218,638076375264;False;False;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0,019257514999480918;17080,0;0,431;0,15;12,9;17122,04675635484;True;True;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0,019257514999480918;17080,0;0,442;0,15;6,929400000000001;19675,57501806638;True;False;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,7;0,7406746489996294;17609,0;0,809;0,15;10,6945;18382,985282752255;False;False;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0;17039,0;0,346;0,2;12,9;15847,371501060206;True;True;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0;17039,0;0,367;0,2;7,329599999999999;20018,384023130126;True;False;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;8,29704633700021;17414,0;0,552;0,2;8,1064;19334,938216392795;False;False;0,6;0,8;23456
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0,14502157000060834;17080,0;0,408;0,2;12,9;16877,017131883786;True;True;0,6;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;12,9;0,14502157000060834;17080,0;0,397;0,2;7,5935999999999995;19894,652772506142;True;False;0,6;0,8;764534
