Instance;betaLS;CostSol;time;Capacity;reliability;variance;stochastic_of;stochastic_capacity;deterministic;type_simulation;inversa;weight;seed
GKD-b_17_n50_b02_m15,txt;0,3;41,8;0,0;5685,0;0,422;0,2;41,8;6176,223653624773;True;True;0,0;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;41,8;0,0;5685,0;0,453;0,2;19,04;18168,098598313856;True;False;0,0;0,8;764534
GKD-b_17_n50_b02_m15,txt;0,3;36,5;42,00997343400013;6077,0;0,73;0,2;26,645;12139,612428125405;False;False;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;1,2678648929995688;5019,0;0,624;0,1;108,5;5024,815712040291;True;True;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;108,5;1,2678648929995688;5019,0;0,611;0,1;67,0206;12715,26708218687;True;False;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;103,5;33,49093463000099;5419,0;0,986;0,1;102,051;5668,068227356279;False;False;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;108,5;0,492848439998852;5019,0;0,622;0,1;108,5;5269,480684187435;True;True;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;0,492848439998852;5019,0;0,631;0,1;68,98339999999999;12324,002168596939;True;False;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;106,8;9,69192669700169;5249,0;0,932;0,1;99,53759999999998;6568,764586842294;False;False;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;1,280200078001144;5019,0;0,538;0,15;108,5;5020,878612696985;True;True;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;108,5;1,280200078001144;5019,0;0,534;0,15;58,5739;14255,398253850366;True;False;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;102,6;28,992018943999938;5453,0;0,933;0,15;95,72579999999998;6749,414580866267;False;False;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;108,5;0,4922145959990303;5019,0;0,559;0,15;108,5;5379,368165446005;True;True;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;0,4922145959990303;5019,0;0,559;0,15;61,1589;13765,875721998034;True;False;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;106,8;14,819428726999831;5249,0;0,815;0,15;87,04199999999999;8868,947655927266;False;False;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;1,2709673949993885;5019,0;0,498;0,2;108,5;5012,458718802344;True;True;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;108,5;1,2709673949993885;5019,0;0,484;0,2;53,1529;15260,267123981786;True;False;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;103,5;33,46245858200018;5419,0;0,811;0,2;83,9385;9080,429646719887;False;False;0,0;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;108,5;0,49398587900032;5019,0;0,507;0,2;108,5;5479,864375095156;True;True;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;0,49398587900032;5019,0;0,513;0,2;56,1306;14692,0478081295;True;False;0,0;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;108,5;53,96807942399937;5135,0;0,584;0,2;63,364;13350,970360118316;False;False;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,22720679600024596;5055,0;0,958;0,1;119,1;5156,319410561169;True;True;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,22720679600024596;5055,0;0,953;0,1;114,27469999999998;5904,158527677803;True;False;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;14,05018390999976;4895,0;0,841;0,1;100,16309999999997;7845,969958763899;False;False;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,0;5055,0;0,959;0,1;119,1;5133,567167040923;True;True;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,0;5055,0;0,968;0,1;116,03009999999998;5626,183183126798;True;False;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;4,702098203000787;5055,0;0,963;0,1;114,79899999999996;5724,86150284317;False;False;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,2250046150002163;5055,0;0,863;0,15;119,1;5187,834834192379;True;True;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,2250046150002163;5055,0;0,86;0,15;103,07079999999999;7623,4795424865115;True;False;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;13,99874939899928;4895,0;0,728;0,15;86,70479999999999;9957,793138479647;False;False;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,0;5055,0;0,853;0,15;119,1;5153,311045712436;True;True;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,0;5055,0;0,859;0,15;103,05759999999998;7642,173624692851;True;False;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;4,731507202001012;5055,0;0,87;0,15;103,61699999999999;7444,393899486605;False;False;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,09948269699998491;5055,0;0,76;0,2;119,1;5207,294117008536;True;True;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,09948269699998491;5055,0;0,758;0,2;90,95009999999999;9516,843806307163;True;False;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;13,988281280000592;4895,0;0,645;0,2;76,8195;11514,542660890023;False;False;0,0;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,0;5055,0;0,766;0,2;119,1;5160,157441941174;True;True;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;119,1;0,0;5055,0;0,766;0,2;91,85949999999998;9366,30422208378;True;False;0,0;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;102,9;0;5235,0;0,893;0,2;91,88970000000003;7162,328802171273;False;False;0,0;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;115,3;8,925549442999909;5574,0;0,492;0,1;115,3;5654,148166147133;True;True;0,0;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;115,3;8,925549442999909;5574,0;0,473;0,1;55,27559999999999;17335,281462041577;True;False;0,0;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;111,7;4,656884953998087;6253,0;0,998;0,1;111,47660000000003;6277,56475159092;False;False;0,0;0,8;23456
GKD-b_20_n50_b02_m15,txt;0,3;115,3;3,9641540579978027;5574,0;0,489;0,1;115,3;5858,989419032734;True;True;0,0;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;115,3;3,9641540579978027;5574,0;0,513;0,1;59,78069999999999;16448,473904455703;True;False;0,0;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;111,8;18,74457709700073;6066,0;0,984;0,1;110,01119999999997;6377,415000897424;False;False;0,0;0,8;764534
GKD-b_20_n50_b02_m15,txt;0,3;115,3;8,778661233998719;5574,0;0,458;0,15;115,3;5686,377664129142;True;True;0,0;0,8;23456
